entry_point,device name,operations,
rtc_dev_read,/dev/rtc0,
rtc_dev_ioctl,/dev/rtc0,
i2cdev_ioctl,/dev/i2c-1,
i2cdev_open,/dev/i2c-1,
i2cdev_read,/dev/i2c-1,
i2cdev_write,/dev/i2c-1,
i2cdev_ioctl,/dev/i2c-5,
i2cdev_open,/dev/i2c-5,
i2cdev_read,/dev/i2c-5,
i2cdev_write,/dev/i2c-5,
media_open,/dev/media1,
media_read,/dev/media1,
media_write,/dev/media1,
media_ioctl,/dev/media1,
media_ioctl,/dev/media3,
media_read,/dev/media3,
media_open,/dev/media3,
media_write,/dev/media3,
v4l2_ioctl,/dev/video1,
v4l2_open,/dev/video1,
v4l2_read,/dev/video1,
v4l2_write,/dev/video1,
v4l2_open,/dev/video33,
v4l2_read,/dev/video33,
v4l2_write,/dev/video33,
v4l2_ioctl,/dev/video33,
bt_ioctl,/dev/btpower,
ion_ioctl,/dev/ion,
ipa_adpl_open,/dev/ipa_adpl,
ipa_adpl_read,/dev/ipa_adpl,
ipa_adpl_ioctl,/dev/ipa_adpl,
ipa3_wan_ioctl_open,/dev/wwan_ioctl,
ipa3_wan_ioctl,/dev/wwan_ioctl,
rpmsg_ctrldev_open,/dev/rpmsg_ctrl2,
rpmsg_ctrldev_ioctl,/dev/rpmsg_ctrl2,
iio_chrdev_open,/dev/iio:device1,
iio_ioctl,/dev/iio:device1,
binder_open,/dev/hwbinder,
binder_ioctl,/dev/hwbinder,
binder_open,/dev/vndbinder,
binder_ioctl,/dev/vndbinder,
nonseekable_open,/dev/binderfs/binder-control,
binder_ctl_ioctl,/dev/binderfs/binder-control,
sensors_ssc_open,/dev/sensors,
sensors_ssc_ioctl,/dev/sensors,
snd_timer_user_open,/dev/snd/timer,
snd_timer_user_read,/dev/snd/timer,
snd_timer_user_ioctl,/dev/snd/timer,
f_cdev_ioctl,/dev/at_usb0,
f_cdev_open,/dev/at_usb0,
f_cdev_read,/dev/at_usb0,
f_cdev_write,/dev/at_usb0,
f_cdev_ioctl,/dev/at_usb1,
f_cdev_open,/dev/at_usb1,
f_cdev_read,/dev/at_usb1,
f_cdev_write,/dev/at_usb1,
glink_pkt_ioctl,/dev/smdcntl8,
glink_pkt_open,/dev/smdcntl8,
glink_pkt_read,/dev/smdcntl8,
glink_pkt_write,/dev/smdcntl8,
glink_pkt_ioctl,/dev/smd11,
glink_pkt_open,/dev/smd11,
glink_pkt_read,/dev/smd11,
glink_pkt_write,/dev/smd11,
snd_ctl_open,/dev/snd/controlC0,
snd_ctl_read,/dev/snd/controlC0,
snd_ctl_ioctl,/dev/snd/controlC0,
snd_hwdep_open,/dev/snd/hwC0D136,
snd_hwdep_read,/dev/snd/hwC0D136,
snd_hwdep_write,/dev/snd/hwC0D136,
snd_hwdep_ioctl,/dev/snd/hwC0D136,
snd_pcm_open,/dev/snd/pcmC0D58c,
snd_pcm_read,/dev/snd/pcmC0D58c,
snd_pcm_ioctl,/dev/snd/pcmC0D58c,
snd_compr_open,/dev/snd/comprC0D36,
snd_compr_read,/dev/snd/comprC0D36,
snd_compr_write,/dev/snd/comprC0D36,
snd_compr_ioctl,/dev/snd/comprC0D36,
usf_open,/dev/usf1,
usf_ioctl,/dev/usf1,
